GAME_ID,TEAM_ID,DIST,HOMEAWAY,TEAM_HOME,OPPONENT,WL,PTS,MIN,MATCHUP,ALTITUDE_HOME,ALTITUDE_AWAY,HIGHALT,ALTDIF,DISTperMIN
0022100140,1610612739,17.69,AWAY,CLE,NYK,W,126,240,CLE @ NYK,580,26,False,554,0.07370833333333333
0022100141,1610612762,17.83,AWAY,UTA,ORL,L,100,240,UTA @ ORL,4226,82,False,4144,0.07429166666666666
0022100142,1610612749,18.05,AWAY,MIL,WAS,L,94,241,MIL @ WAS,617,82,False,535,0.07489626556016597
0022100143,1610612754,18.49,AWAY,IND,SAC,W,94,240,IND @ SAC,717,25,False,692,0.07704166666666666
0022100144,1610612759,18.88,AWAY,SAS,OKC,L,94,240,SAS @ OKC,650,1201,False,-551,0.07866666666666666
0022100145,1610612745,17.67,AWAY,HOU,GSW,L,107,240,HOU @ GSW,43,13,False,30,0.07362500000000001
0022100146,1610612766,19.13,AWAY,CHA,LAC,L,106,242,CHA @ LAC,751,233,False,518,0.0790495867768595
0022100147,1610612752,17.6,AWAY,NYK,PHI,W,103,240,NYK @ PHI,26,39,False,-13,0.07333333333333333
0022100148,1610612751,17.43,AWAY,BKN,CHI,L,95,238,BKN @ CHI,26,594,False,-568,0.07323529411764705
0022100149,1610612750,19.61,AWAY,MIN,MEM,L,118,264,MIN @ MEM,830,337,False,493,0.07428030303030303
0022100150,1610612740,17.46,AWAY,NOP,DAL,L,92,240,NOP @ DAL,0,430,False,-430,0.07275000000000001
0022100151,1610612748,17.26,AWAY,MIA,DEN,L,96,240,MIA @ DEN,6,5280,True,-5274,0.07191666666666667
0022100152,1610612737,18.17,AWAY,ATL,GSW,L,113,239,ATL @ GSW,738,13,False,725,0.07602510460251047
0022100153,1610612756,18.07,AWAY,PHX,SAC,W,109,240,PHX @ SAC,1086,25,False,1061,0.07529166666666667
0022100154,1610612766,20.57,AWAY,CHA,LAL,L,123,266,CHA @ LAL,751,233,False,518,0.07733082706766918
0022100155,1610612749,18.21,AWAY,MIL,PHI,W,118,239,MIL @ PHI,617,39,False,578,0.07619246861924686
0022100156,1610612737,16.99,AWAY,ATL,UTA,L,98,240,ATL @ UTA,738,4226,True,-3488,0.07079166666666666
0022100157,1610612757,17.44,AWAY,POR,LAC,L,109,240,POR @ LAC,50,233,False,-183,0.07266666666666667
0022100158,1610612764,17.22,AWAY,WAS,CLE,W,97,240,WAS @ CLE,82,580,False,-498,0.07175
0022100159,1610612751,17.86,AWAY,BKN,ORL,W,123,240,BKN @ ORL,26,82,False,-56,0.07441666666666666
0022100160,1610612761,17.95,AWAY,TOR,BOS,L,88,242,TOR @ BOS,251,20,False,231,0.07417355371900826
0022100161,1610612749,17.57,AWAY,MIL,NYK,W,112,240,MIL @ NYK,617,26,False,591,0.07320833333333333
0022100162,1610612765,17.97,AWAY,DET,HOU,W,112,241,DET @ HOU,595,43,False,552,0.07456431535269709
0022100163,1610612742,17.49,AWAY,DAL,CHI,L,107,239,DAL @ CHI,430,594,False,-164,0.07317991631799163
0022100164,1610612766,19.22,AWAY,CHA,MEM,W,118,239,CHA @ MEM,751,337,False,414,0.080418410041841
0022100165,1610612760,18.32,AWAY,OKC,NOP,W,108,240,OKC @ NOP,1201,0,False,1201,0.07633333333333334
0022100166,1610612758,18.36,AWAY,SAC,SAS,L,117,240,SAC @ SAS,25,650,False,-625,0.0765
0022100167,1610612754,17.58,AWAY,IND,DEN,L,98,241,IND @ DEN,717,5280,True,-4563,0.0729460580912863
0022100168,1610612757,17.73,AWAY,POR,PHX,L,109,240,POR @ PHX,50,1086,False,-1036,0.073875
0022100169,1610612750,18.19,AWAY,MIN,GSW,L,110,239,MIN @ GSW,830,13,False,817,0.07610878661087866
0022100170,1610612748,19.47,AWAY,MIA,LAL,L,117,265,MIA @ LAL,6,233,False,-227,0.07347169811320754
0022100171,1610612761,18.21,AWAY,TOR,PHI,W,115,240,TOR @ PHI,251,39,False,212,0.075875
0022100172,1610612754,18.0,AWAY,IND,UTA,W,111,239,IND @ UTA,717,4226,True,-3509,0.07531380753138076
0022100173,1610612748,18.05,AWAY,MIA,LAC,L,109,240,MIA @ LAC,6,233,False,-227,0.07520833333333334
0022100174,1610612752,18.33,AWAY,NYK,CHA,L,96,240,NYK @ CHA,26,751,False,-725,0.076375
0022100175,1610612749,19.31,AWAY,MIL,BOS,L,113,265,MIL @ BOS,617,20,False,597,0.07286792452830188
0022100176,1610612765,17.91,AWAY,DET,CLE,L,78,239,DET @ CLE,595,580,False,15,0.07493723849372386
0022100177,1610612757,17.62,AWAY,POR,HOU,W,104,239,POR @ HOU,50,43,False,7,0.07372384937238494
0022100178,1610612756,18.15,AWAY,PHX,MEM,W,119,239,PHX @ MEM,1086,337,False,749,0.07594142259414226
0022100179,1610612751,16.81,AWAY,BKN,NOP,W,120,240,BKN @ NOP,26,0,False,26,0.07004166666666665
0022100180,1610612758,17.83,AWAY,SAC,OKC,L,103,239,SAC @ OKC,25,1201,False,-1176,0.07460251046025104
0022100181,1610612742,17.8,AWAY,DAL,SAS,W,123,240,DAL @ SAS,430,650,False,-220,0.07416666666666667
0022100182,1610612737,17.2,AWAY,ATL,DEN,L,96,238,ATL @ DEN,738,5280,True,-4542,0.0722689075630252
0022100183,1610612741,18.33,AWAY,CHI,GSW,L,93,240,CHI @ GSW,594,13,False,581,0.076375
0022100184,1610612750,18.02,AWAY,MIN,LAL,W,107,241,MIN @ LAL,830,233,False,597,0.07477178423236515
0022100185,1610612748,18.15,AWAY,MIA,UTA,W,111,240,MIA @ UTA,6,4226,True,-4220,0.075625
0022100186,1610612755,18.05,AWAY,PHI,IND,L,113,241,PHI @ IND,39,717,False,-678,0.07489626556016597
0022100187,1610612764,17.56,AWAY,WAS,ORL,W,104,242,WAS @ ORL,82,82,False,0,0.07256198347107437
0022100188,1610612763,17.53,AWAY,MEM,NOP,L,101,241,MEM @ NOP,337,0,False,337,0.07273858921161826
0022100189,1610612765,18.47,AWAY,DET,TOR,W,127,239,DET @ TOR,595,251,False,344,0.07728033472803347
0022100190,1610612738,17.06,AWAY,BOS,CLE,L,89,239,BOS @ CLE,20,580,False,-560,0.0713807531380753
0022100191,1610612750,18.17,AWAY,MIN,LAC,L,102,237,MIN @ LAC,830,233,False,597,0.07666666666666667
0022100192,1610612759,18.3,AWAY,SAS,LAL,L,106,240,SAS @ LAL,650,233,False,417,0.07625
0022100193,1610612749,17.96,AWAY,MIL,ATL,L,100,240,MIL @ ATL,617,738,False,-121,0.07483333333333334
0022100194,1610612744,17.43,AWAY,GSW,CHA,L,102,240,GSW @ CHA,13,751,False,-738,0.072625
0022100195,1610612756,17.57,AWAY,PHX,HOU,W,115,242,PHX @ HOU,1086,43,False,1043,0.07260330578512397
0022100196,1610612751,16.8,AWAY,BKN,OKC,W,120,240,BKN @ OKC,26,1201,False,-1175,0.07
0022100197,1610612757,17.22,AWAY,POR,DEN,L,95,240,POR @ DEN,50,5280,True,-5230,0.07175
0022100198,1610612741,18.01,AWAY,CHI,LAC,W,100,241,CHI @ LAC,594,233,False,361,0.07473029045643154
0022100199,1610612738,17.32,AWAY,BOS,CLE,W,98,240,BOS @ CLE,20,580,False,-560,0.07216666666666667
0022100200,1610612758,18.54,AWAY,SAC,DET,W,129,240,SAC @ DET,25,595,False,-570,0.07725
0022100201,1610612740,17.85,AWAY,NOP,WAS,L,100,241,NOP @ WAS,0,82,False,-82,0.07406639004149378
0022100202,1610612753,18.68,AWAY,ORL,ATL,L,111,240,ORL @ ATL,82,738,False,-656,0.07783333333333334
0022100203,1610612754,17.29,AWAY,IND,NYK,L,84,239,IND @ NYK,717,26,False,691,0.07234309623430962
0022100204,1610612743,17.02,AWAY,DEN,DAL,L,101,240,DEN @ DAL,5280,430,False,4850,0.07091666666666667
0022100205,1610612745,18.29,AWAY,HOU,MEM,L,102,241,HOU @ MEM,43,337,False,-294,0.0758921161825726
0022100206,1610612756,17.46,AWAY,PHX,MIN,W,99,241,PHX @ MIN,1086,830,False,256,0.072448132780083
0022100207,1610612748,18.11,AWAY,MIA,OKC,W,103,241,MIA @ OKC,6,1201,False,-1195,0.07514522821576763
0022100208,1610612761,17.58,AWAY,TOR,POR,L,113,240,TOR @ POR,251,50,False,201,0.07325
0022100209,1610612741,18.12,AWAY,CHI,LAL,W,121,239,CHI @ LAL,594,233,False,361,0.07581589958158996
0022100210,1610612744,18.25,AWAY,GSW,BKN,W,117,241,GSW @ BKN,13,26,False,-13,0.07572614107883817
0022100211,1610612755,18.1,AWAY,PHI,UTA,L,85,239,PHI @ UTA,39,4226,True,-4187,0.07573221757322177
0022100212,1610612759,18.83,AWAY,SAS,LAC,L,92,240,SAS @ LAC,650,233,False,417,0.07845833333333332
0022100213,1610612764,17.38,AWAY,WAS,CHA,L,87,238,WAS @ CHA,82,751,False,-669,0.0730252100840336
0022100214,1610612754,18.09,AWAY,IND,DET,L,89,240,IND @ DET,717,595,False,122,0.075375
0022100215,1610612738,17.23,AWAY,BOS,ATL,L,99,242,BOS @ ATL,20,738,False,-718,0.07119834710743801
0022100216,1610612739,17.93,AWAY,CLE,BKN,L,99,240,CLE @ BKN,580,26,False,554,0.07470833333333333
0022100217,1610612740,17.88,AWAY,NOP,MIA,L,98,239,NOP @ MIA,0,6,False,-6,0.07481171548117155
0022100218,1610612753,16.96,AWAY,ORL,NYK,W,104,241,ORL @ NYK,82,26,False,56,0.07037344398340249
0022100219,1610612747,17.45,AWAY,LAL,MIL,L,102,241,LAL @ MIL,233,617,False,-384,0.07240663900414937
0022100220,1610612758,17.92,AWAY,SAC,MIN,L,97,239,SAC @ MIN,25,830,False,-805,0.07497907949790796
0022100221,1610612745,17.49,AWAY,HOU,OKC,L,89,239,HOU @ OKC,43,1201,False,-1158,0.07317991631799163
0022100222,1610612742,17.43,AWAY,DAL,PHX,L,98,242,DAL @ PHX,430,1086,False,-656,0.07202479338842975
0022100223,1610612741,17.68,AWAY,CHI,POR,L,107,238,CHI @ POR,594,50,False,544,0.07428571428571429
0022100224,1610612744,17.53,AWAY,GSW,CLE,W,104,239,GSW @ CLE,13,580,False,-567,0.07334728033472804
0022100225,1610612764,17.52,AWAY,WAS,MIA,L,97,239,WAS @ MIA,82,6,False,76,0.07330543933054393
0022100226,1610612746,17.24,AWAY,LAC,MEM,L,108,238,LAC @ MEM,233,337,False,-104,0.07243697478991595
0022100227,1610612759,17.86,AWAY,SAS,MIN,L,90,238,SAS @ MIN,650,830,False,-180,0.07504201680672269
0022100228,1610612755,17.05,AWAY,PHI,DEN,W,103,241,PHI @ DEN,39,5280,True,-5241,0.07074688796680498
0022100229,1610612761,18.02,AWAY,TOR,UTA,L,103,239,TOR @ UTA,251,4226,True,-3975,0.07539748953974895
0022100230,1610612754,19.2,AWAY,IND,CHA,L,118,241,IND @ CHA,717,751,False,-34,0.07966804979253111
0022100231,1610612744,17.84,AWAY,GSW,DET,W,105,239,GSW @ DET,13,595,False,-582,0.07464435146443514
0022100232,1610612747,16.96,AWAY,LAL,BOS,L,108,241,LAL @ BOS,233,20,False,213,0.07037344398340249
0022100233,1610612753,17.92,AWAY,ORL,BKN,L,113,241,ORL @ BKN,82,26,False,56,0.07435684647302905
0022100234,1610612760,17.97,AWAY,OKC,MIL,L,89,240,OKC @ MIL,1201,617,False,584,0.074875
0022100235,1610612746,17.07,AWAY,LAC,NOP,L,81,241,LAC @ NOP,233,0,False,233,0.0708298755186722
0022100236,1610612741,17.48,AWAY,CHI,DEN,W,114,240,CHI @ DEN,594,5280,True,-4686,0.07283333333333333
0022100237,1610612742,18.3,AWAY,DAL,PHX,L,104,241,DAL @ PHX,430,1086,False,-656,0.07593360995850623
0022100238,1610612761,18.03,AWAY,TOR,SAC,W,108,240,TOR @ SAC,251,25,False,226,0.07512500000000001
0022100239,1610612745,17.45,AWAY,HOU,NYK,L,99,240,HOU @ NYK,43,26,False,17,0.07270833333333333
0022100240,1610612740,18.54,AWAY,NOP,IND,L,94,241,NOP @ IND,0,717,False,-717,0.07692946058091286
0022100241,1610612748,17.25,AWAY,MIA,WAS,L,100,239,MIA @ WAS,6,82,False,-76,0.07217573221757322
0022100242,1610612766,18.27,AWAY,CHA,ATL,L,105,240,CHA @ ATL,751,738,False,13,0.076125
0022100243,1610612760,17.58,AWAY,OKC,BOS,L,105,242,OKC @ BOS,1201,20,False,1181,0.07264462809917355
0022100244,1610612753,18.78,AWAY,ORL,MIL,L,108,240,ORL @ MIL,82,617,False,-535,0.07825
0022100245,1610612763,17.71,AWAY,MEM,MIN,L,95,240,MEM @ MIN,337,830,False,-493,0.07379166666666667
0022100246,1610612755,18.0,AWAY,PHI,POR,L,111,239,PHI @ POR,39,50,False,-11,0.07531380753138076
0022100247,1610612762,17.65,AWAY,UTA,SAC,W,123,240,UTA @ SAC,4226,25,False,4201,0.07354166666666666
0022100248,1610612742,16.96,AWAY,DAL,LAC,L,91,241,DAL @ LAC,430,233,False,197,0.07037344398340249
0022100249,1610612747,16.79,AWAY,LAL,DET,W,121,240,LAL @ DET,233,595,False,-362,0.06995833333333333
0022100250,1610612752,17.5,AWAY,NYK,CHI,L,103,240,NYK @ CHI,26,594,False,-568,0.07291666666666667
0022100251,1610612743,17.54,AWAY,DEN,PHX,L,97,239,DEN @ PHX,5280,1086,False,4194,0.07338912133891214
0022100252,1610612761,18.78,AWAY,TOR,GSW,L,104,240,TOR @ GSW,251,13,False,238,0.07825
0022100253,1610612751,17.58,AWAY,BKN,CLE,W,117,240,BKN @ CLE,26,580,False,-554,0.07325
0022100254,1610612766,18.7,AWAY,CHA,WAS,W,109,239,CHA @ WAS,751,82,False,669,0.07824267782426778
0022100255,1610612760,18.32,AWAY,OKC,ATL,L,101,240,OKC @ ATL,1201,738,False,463,0.07633333333333334
0022100256,1610612745,17.81,AWAY,HOU,BOS,L,90,241,HOU @ BOS,43,20,False,23,0.07390041493775933
0022100257,1610612754,18.06,AWAY,IND,CHI,W,109,242,IND @ CHI,717,594,False,123,0.07462809917355372
0022100258,1610612753,17.79,AWAY,ORL,MIL,L,92,240,ORL @ MIL,82,617,False,-535,0.074125
0022100259,1610612750,17.64,AWAY,MIN,NOP,W,110,241,MIN @ NOP,830,0,False,830,0.07319502074688797
0022100260,1610612756,17.85,AWAY,PHX,SAS,W,115,240,PHX @ SAS,1086,650,False,436,0.07437500000000001
0022100261,1610612763,17.9,AWAY,MEM,UTA,W,119,239,MEM @ UTA,337,4226,True,-3889,0.07489539748953974
0022100262,1610612755,18.07,AWAY,PHI,SAC,W,102,240,PHI @ SAC,39,25,False,14,0.07529166666666667
0022100263,1610612748,17.59,AWAY,MIA,DET,W,100,240,MIA @ DET,6,595,False,-589,0.07329166666666667
0022100264,1610612747,17.15,AWAY,LAL,NYK,L,100,241,LAL @ NYK,233,26,False,207,0.07116182572614108
0022100265,1610612743,17.59,AWAY,DEN,POR,L,100,239,DEN @ POR,5280,50,False,5230,0.07359832635983264
0022100266,1610612742,18.87,AWAY,DAL,LAC,W,112,264,DAL @ LAC,430,233,False,197,0.07147727272727274
0022100267,1610612756,17.62,AWAY,PHX,CLE,W,120,240,PHX @ CLE,1086,580,False,506,0.07341666666666667
0022100268,1610612747,18.74,AWAY,LAL,IND,W,124,265,LAL @ IND,233,717,False,-484,0.07071698113207546
0022100269,1610612766,18.1,AWAY,CHA,ORL,W,106,240,CHA @ ORL,751,82,False,669,0.07541666666666667
0022100270,1610612751,17.47,AWAY,BKN,BOS,W,123,241,BKN @ BOS,26,20,False,6,0.0724896265560166
0022100271,1610612741,18.12,AWAY,CHI,HOU,L,113,240,CHI @ HOU,594,43,False,551,0.0755
0022100272,1610612761,18.6,AWAY,TOR,MEM,W,126,241,TOR @ MEM,251,337,False,-86,0.07717842323651453
0022100273,1610612765,18.11,AWAY,DET,MIL,L,93,239,DET @ MIL,595,617,False,-22,0.07577405857740585
0022100274,1610612748,18.02,AWAY,MIA,MIN,L,101,241,MIA @ MIN,6,830,False,-824,0.07477178423236515
0022100275,1610612764,18.76,AWAY,WAS,NOP,L,102,239,WAS @ NOP,82,0,False,82,0.0784937238493724
0022100276,1610612762,17.77,AWAY,UTA,OKC,W,110,239,UTA @ OKC,4226,1201,False,3025,0.07435146443514644
0022100277,1610612737,17.58,AWAY,ATL,SAS,W,124,239,ATL @ SAS,738,650,False,88,0.07355648535564853
0022100278,1610612755,18.31,AWAY,PHI,GSW,L,96,240,PHI @ GSW,39,13,False,26,0.07629166666666666
0022100279,1610612757,18.07,AWAY,POR,SAC,L,121,240,POR @ SAC,50,25,False,25,0.07529166666666667
0022100280,1610612765,18.61,AWAY,DET,LAC,L,96,239,DET @ LAC,595,233,False,362,0.07786610878661088
0022100281,1610612750,18.31,AWAY,MIN,CHA,L,115,241,MIN @ CHA,830,751,False,79,0.07597510373443983
0022100282,1610612756,17.54,AWAY,PHX,NYK,W,118,240,PHX @ NYK,1086,26,False,1060,0.07308333333333333
0022100283,1610612741,17.82,AWAY,CHI,ORL,W,123,240,CHI @ ORL,594,82,False,512,0.07425
0022100284,1610612761,17.93,AWAY,TOR,IND,L,97,239,TOR @ IND,251,717,False,-466,0.07502092050209205
0022100285,1610612737,17.69,AWAY,ATL,MEM,W,132,239,ATL @ MEM,738,337,False,401,0.07401673640167365
0022100286,1610612764,17.8,AWAY,WAS,OKC,W,101,241,WAS @ OKC,82,1201,False,-1119,0.07385892116182573
0022100287,1610612738,17.28,AWAY,BOS,SAS,L,88,240,BOS @ SAS,20,650,False,-630,0.07200000000000001
0022100288,1610612749,17.32,AWAY,MIL,DEN,W,120,237,MIL @ DEN,617,5280,True,-4663,0.07308016877637132
0022100289,1610612740,17.55,AWAY,NOP,UTA,W,98,241,NOP @ UTA,0,4226,True,-4226,0.07282157676348548
0022100290,1610612757,17.44,AWAY,POR,GSW,L,103,241,POR @ GSW,50,13,False,37,0.07236514522821577
0022100291,1610612758,23.42,AWAY,SAC,LAL,W,141,316,SAC @ LAL,25,233,False,-208,0.07411392405063291
0022100292,1610612750,20.89,AWAY,MIN,PHI,W,121,290,MIN @ PHI,830,39,False,791,0.07203448275862069
0022100293,1610612752,17.77,AWAY,NYK,ATL,W,99,241,NYK @ ATL,26,738,False,-712,0.07373443983402489
0022100294,1610612756,17.39,AWAY,PHX,BKN,W,113,240,PHX @ BKN,1086,26,False,1060,0.07245833333333333
0022100295,1610612753,17.94,AWAY,ORL,CLE,L,92,240,ORL @ CLE,82,580,False,-498,0.07475000000000001
0022100296,1610612748,17.98,AWAY,MIA,CHI,W,107,240,MIA @ CHI,6,594,False,-588,0.07491666666666667
0022100297,1610612766,19.86,AWAY,CHA,HOU,L,143,265,CHA @ HOU,751,43,False,708,0.07494339622641509
0022100298,1610612764,17.66,AWAY,WAS,DAL,W,120,240,WAS @ DAL,82,430,False,-348,0.07358333333333333
0022100299,1610612740,17.77,AWAY,NOP,UTA,L,105,238,NOP @ UTA,0,4226,True,-4226,0.07466386554621848
0022100300,1610612744,17.46,AWAY,GSW,LAC,W,105,243,GSW @ LAC,13,233,False,-220,0.07185185185185186
0022100301,1610612749,18.06,AWAY,MIL,IND,W,118,240,MIL @ IND,617,717,False,-100,0.07525
0022100302,1610612738,17.17,AWAY,BOS,TOR,W,109,240,BOS @ TOR,20,251,False,-231,0.07154166666666667
0022100303,1610612758,19.4,AWAY,SAC,MEM,L,101,240,SAC @ MEM,25,337,False,-312,0.08083333333333333
0022100304,1610612765,18.46,AWAY,DET,LAL,L,106,241,DET @ LAL,595,233,False,362,0.07659751037344399
0022100305,1610612753,18.09,AWAY,ORL,PHI,L,96,240,ORL @ PHI,82,39,False,43,0.075375
0022100306,1610612743,17.09,AWAY,DEN,MIA,W,120,242,DEN @ MIA,5280,6,False,5274,0.0706198347107438
0022100307,1610612766,18.33,AWAY,CHA,CHI,L,119,240,CHA @ CHI,751,594,False,157,0.076375
0022100308,1610612760,18.53,AWAY,OKC,HOU,L,89,240,OKC @ HOU,1201,43,False,1158,0.07720833333333334
0022100309,1610612754,18.28,AWAY,IND,MIN,L,98,240,IND @ MIN,717,830,False,-113,0.07616666666666667
0022100310,1610612739,17.63,AWAY,CLE,DAL,W,114,240,CLE @ DAL,580,430,False,150,0.07345833333333333
0022100311,1610612764,17.82,AWAY,WAS,SAS,L,99,241,WAS @ SAS,82,650,False,-568,0.07394190871369295
0022100312,1610612757,17.3,AWAY,POR,UTA,L,107,242,POR @ UTA,50,4226,True,-4176,0.07148760330578513
0022100313,1610612740,17.72,AWAY,NOP,LAC,W,123,239,NOP @ LAC,0,233,False,-233,0.07414225941422593
0022100314,1610612752,17.31,AWAY,NYK,BKN,L,110,242,NYK @ BKN,26,26,False,0,0.0715289256198347
0022100315,1610612763,18.31,AWAY,MEM,TOR,W,98,238,MEM @ TOR,337,251,False,86,0.0769327731092437
0022100316,1610612744,17.19,AWAY,GSW,PHX,L,96,240,GSW @ PHX,13,1086,False,-1073,0.07162500000000001
0022100317,1610612765,18.07,AWAY,DET,POR,L,92,241,DET @ POR,595,50,False,545,0.0749792531120332
0022100318,1610612747,17.28,AWAY,LAL,SAC,W,117,239,LAL @ SAC,233,25,False,208,0.07230125523012552
0022100319,1610612737,17.68,AWAY,ATL,IND,W,114,240,ATL @ IND,738,717,False,21,0.07366666666666667
0022100320,1610612743,17.91,AWAY,DEN,ORL,L,103,240,DEN @ ORL,5280,82,False,5198,0.074625
0022100321,1610612750,17.63,AWAY,MIN,WAS,L,107,239,MIN @ WAS,830,82,False,748,0.07376569037656903
0022100322,1610612755,17.31,AWAY,PHI,BOS,L,87,239,PHI @ BOS,39,20,False,19,0.07242677824267782
0022100323,1610612739,17.14,AWAY,CLE,MIA,W,111,241,CLE @ MIA,580,6,False,574,0.07112033195020748
0022100324,1610612766,18.7,AWAY,CHA,MIL,L,125,240,CHA @ MIL,751,617,False,134,0.07791666666666666
0022100325,1610612742,17.29,AWAY,DAL,NOP,W,139,238,DAL @ NOP,430,0,False,430,0.07264705882352941
0022100326,1610612745,17.73,AWAY,HOU,OKC,W,114,239,HOU @ OKC,43,1201,False,-1158,0.07418410041841005
0022100327,1610612758,18.11,AWAY,SAC,LAC,W,124,241,SAC @ LAC,25,233,False,-208,0.07514522821576763
0022100328,1610612741,17.46,AWAY,CHI,NYK,W,119,241,CHI @ NYK,594,26,False,568,0.072448132780083
0022100329,1610612749,17.66,AWAY,MIL,TOR,L,93,239,MIL @ TOR,617,251,False,366,0.07389121338912134
0022100330,1610612760,18.31,AWAY,OKC,MEM,L,79,240,OKC @ MEM,1201,337,False,864,0.07629166666666666
0022100331,1610612765,18.25,AWAY,DET,PHX,L,103,239,DET @ PHX,595,1086,False,-491,0.07635983263598327
0022100332,1610612759,18.52,AWAY,SAS,POR,W,114,242,SAS @ POR,650,50,False,600,0.07652892561983471
0022100333,1610612748,18.07,AWAY,MIA,IND,W,113,241,MIA @ IND,6,717,False,-711,0.0749792531120332
0022100334,1610612739,17.55,AWAY,CLE,WAS,W,116,240,CLE @ WAS,580,82,False,498,0.07312500000000001
0022100335,1610612755,17.57,AWAY,PHI,ATL,W,98,240,PHI @ ATL,39,738,False,-699,0.07320833333333333
0022100336,1610612750,17.55,AWAY,MIN,BKN,L,105,240,MIN @ BKN,830,26,False,804,0.07312500000000001
0022100337,1610612753,17.92,AWAY,ORL,HOU,L,116,239,ORL @ HOU,82,43,False,39,0.07497907949790796
0022100338,1610612740,17.78,AWAY,NOP,DAL,W,107,241,NOP @ DAL,0,430,False,-430,0.07377593360995852
0022100339,1610612738,17.41,AWAY,BOS,UTA,L,130,239,BOS @ UTA,20,4226,True,-4206,0.07284518828451883
0022100340,1610612756,17.89,AWAY,PHX,GSW,L,96,239,PHX @ GSW,1086,13,False,1073,0.07485355648535565
0022100341,1610612746,17.0,AWAY,LAC,LAL,W,119,239,LAC @ LAL,233,233,False,0,0.07112970711297072
0022100342,1610612743,17.47,AWAY,DEN,NYK,W,113,240,DEN @ NYK,5280,26,False,5254,0.07279166666666666
0022100343,1610612741,17.75,AWAY,CHI,BKN,W,111,241,CHI @ BKN,594,26,False,568,0.07365145228215768
0022100344,1610612748,18.16,AWAY,MIA,MIL,L,102,240,MIA @ MIL,6,617,False,-611,0.07566666666666667
0022100345,1610612763,17.85,AWAY,MEM,DAL,W,97,240,MEM @ DAL,337,430,False,-93,0.07437500000000001
0022100346,1610612759,18.49,AWAY,SAS,GSW,W,112,239,SAS @ GSW,650,13,False,637,0.07736401673640167
0022100347,1610612738,17.42,AWAY,BOS,POR,W,145,240,BOS @ POR,20,50,False,-30,0.07258333333333335
0022100348,1610612746,17.7,AWAY,LAC,SAC,L,99,241,LAC @ SAC,233,25,False,208,0.07344398340248963
0022100349,1610612762,17.18,AWAY,UTA,CLE,W,109,240,UTA @ CLE,4226,580,False,3646,0.07158333333333333
0022100350,1610612766,18.15,AWAY,CHA,ATL,W,130,239,CHA @ ATL,751,738,False,13,0.07594142259414226
0022100351,1610612764,17.67,AWAY,WAS,TOR,L,90,240,WAS @ TOR,82,251,False,-169,0.07362500000000001
0022100352,1610612740,17.33,AWAY,NOP,HOU,L,108,240,NOP @ HOU,0,43,False,-43,0.07220833333333333
0022100353,1610612755,18.85,AWAY,PHI,CHA,W,127,266,PHI @ CHA,39,751,False,-712,0.07086466165413534
0022100354,1610612760,18.02,AWAY,OKC,DET,W,114,240,OKC @ DET,1201,595,False,606,0.07508333333333334
0022100355,1610612764,17.75,AWAY,WAS,IND,L,110,239,WAS @ IND,82,717,False,-635,0.07426778242677824
0022100356,1610612763,18.16,AWAY,MEM,MIA,W,105,239,MEM @ MIA,337,6,False,331,0.07598326359832636
0022100357,1610612743,17.76,AWAY,DEN,CHI,L,97,240,DEN @ CHI,5280,594,False,4686,0.07400000000000001
0022100358,1610612739,18.01,AWAY,CLE,MIL,L,104,239,CLE @ MIL,580,617,False,-37,0.07535564853556485
0022100359,1610612737,16.91,AWAY,ATL,MIN,W,121,240,ATL @ MIN,738,830,False,-92,0.07045833333333333
0022100360,1610612759,19.01,AWAY,SAS,PHX,L,104,241,SAS @ PHX,650,1086,False,-436,0.07887966804979253
0022100361,1610612753,18.2,AWAY,ORL,GSW,L,95,239,ORL @ GSW,82,13,False,69,0.07615062761506276
0022100362,1610612746,17.55,AWAY,LAC,POR,W,102,240,LAC @ POR,233,50,False,183,0.07312500000000001
0022100363,1610612751,16.94,AWAY,BKN,DAL,W,102,240,BKN @ DAL,26,430,False,-404,0.07058333333333335
0022100364,1610612752,17.9,AWAY,NYK,SAS,W,121,239,NYK @ SAS,26,650,False,-624,0.07489539748953974
0022100365,1610612738,17.26,AWAY,BOS,LAL,L,102,241,BOS @ LAL,20,233,False,-213,0.0716182572614108
0022100366,1610612755,17.83,AWAY,PHI,CHA,W,110,240,PHI @ CHA,39,751,False,-712,0.07429166666666666
0022100367,1610612741,17.83,AWAY,CHI,CLE,L,92,240,CHI @ CLE,594,580,False,14,0.07429166666666666
0022100368,1610612764,19.2,AWAY,WAS,DET,W,119,265,WAS @ DET,82,595,False,-513,0.07245283018867925
0022100369,1610612752,18.12,AWAY,NYK,IND,L,102,241,NYK @ IND,26,717,False,-691,0.07518672199170125
0022100370,1610612749,17.4,AWAY,MIL,MIA,L,104,240,MIL @ MIA,617,6,False,611,0.0725
0022100371,1610612760,17.76,AWAY,OKC,TOR,W,110,240,OKC @ TOR,1201,251,False,950,0.07400000000000001
0022100372,1610612751,17.15,AWAY,BKN,HOU,L,104,239,BKN @ HOU,26,43,False,-17,0.0717573221757322
0022100373,1610612742,17.65,AWAY,DAL,MEM,W,104,239,DAL @ MEM,430,337,False,93,0.07384937238493723
0022100374,1610612762,17.8,AWAY,UTA,MIN,W,136,240,UTA @ MIN,4226,830,False,3396,0.07416666666666667
